"","DocId","Topic1","Topic2","Topic3","Topic4","Topic5","topicluster","Year","title","category_sup","authors","nrc_negative","nrc_positive","nrc_ratio","copeopi","tw_positive","tw_ratio","tw_neutral","tw_negative","tw_nonsent","tw_nonword"
"92","1935-32-22-127",0.0119420402445811,0.0274468548786845,0.00286751146008251,0.0643351305618104,0.893408462854842,"5",1935,"留日指南","廣告",NA,0.153846153846154,0.0769230769230769,-0.0769230769230769,NA,NA,NA,NA,NA,NA,NA
"93","1935-32-3-10",0.545434408750809,0.000127756913491098,0.00046573102152254,0.0012533083491722,0.452718794965005,"4",1935,"日本麻醉東北民衆政策的檢討","無專欄","['于偉']",0.243421052631579,0.226973684210526,-0.0164473684210526,0.0364037765413386,0.860236220472441,0.28740157480315,0.137795275590551,0.572834645669291,0.728346456692913,0
"94","1936-33-17-161",0.00412767602941029,0.00467352744946724,0.000399884389010059,0.0083137270346503,0.982485185097462,"5",1936,"東三省物產資源與化學工業","廣告",NA,0.132352941176471,0.132352941176471,0,0.0683032928571429,0.642857142857143,0.5,0,0.142857142857143,1.5,0
"95","1936-33-18-6",0.00273727317491802,0.326937339398265,0.132033365337733,0.00221295325414397,0.53607906883494,"2",1936,"高公夢旦傳","國際","['蔣維喬']",0.128878281622912,0.212410501193317,0.0835322195704057,0.0483735655844156,0.965367965367965,0.627705627705628,0.116883116883117,0.337662337662338,0.991341991341991,0.0173160173160173
"96","1936-33-19-23",0.870984229104976,0.0833697416485953,0.00345730099370233,0.00466813840287876,0.0375205898498481,"4",1936,"蒙邊現狀","國際","['王成組']",0.210084033613445,0.172268907563025,-0.0378151260504202,0.034083153591954,0.764367816091954,0.387931034482759,0.126436781609195,0.376436781609195,0.795977011494253,0.0028735632183908
"97","1936-33-2-15",0.344320427986724,0.00241183320929713,0.101055476971437,0.0381840474383977,0.514028214394143,"4",1936,"時事日誌","國內",NA,0.333333333333333,0,-0.333333333333333,NA,NA,NA,NA,NA,NA,NA
"98","1938-35-15-5",0.0118161149909279,0.00118635495748116,7.63465724051611e-05,0.0256197755295131,0.961301407949673,"5",1938,"日本開發華北的陰謀","無專欄","['于葦']",0.215796897038082,0.200282087447109,-0.0155148095909732,0.0153671171075838,0.784832451499118,0.165784832451499,0.123456790123457,0.619047619047619,0.802469135802469,0.0017636684303351
"99","1941-38-1-3",0.00124445635385713,0.000346613498657357,2.62150279200384e-05,0.0100858004971034,0.988296914622462,"5",1941,"中華民國建國三十年","國際","['吳澤炎']",0.158590308370044,0.242290748898678,0.0837004405286343,0.0711593481010363,1.06217616580311,0.621761658031088,0.253886010362694,0.440414507772021,0.712435233160622,0
"100","1941-38-12-11",0.00179012282837776,0.000350412184575034,2.59630028706592e-05,0.000652016675690439,0.997181485308486,"5",1941,"法律敎育之建設","無專欄","['朱正']",0.168453292496172,0.203675344563553,0.0352220520673813,0.0693449999307536,0.926680244399185,0.574338085539715,0.0855397148676171,0.35234215885947,0.818737270875764,0
"101","1943-39-1-49",0.00414369272273319,0.00209521843670359,7.73045004382277e-05,0.9828674200034,0.0108163643367248,"3",1943,"演劇的展望","無專欄","['陳北鷗']",0.201086956521739,0.203804347826087,0.00271739130434781,0.0336295518092105,0.792763157894737,0.282894736842105,0.148026315789474,0.509868421052632,0.710526315789474,0
"102","1944-40-17-20",0.00414369272273319,0.00209521843670359,7.73045004382277e-05,0.9828674200034,0.0108163643367248,"3",1944,"東臯禪師集刊","廣告",NA,0.0909090909090909,0.121212121212121,0.0303030303030303,0.1259179875,0.75,0.75,0,0,1.75,0
"103","1944-40-18-17",0.00414369272273319,0.00209521843670359,7.73045004382277e-05,0.9828674200034,0.0108163643367248,"3",1944,"東臯禪師集刊","廣告",NA,0.0909090909090909,0.121212121212121,0.0303030303030303,0.1259179875,0.75,0.75,0,0,1.75,0
"104","1944-40-19-18",0.000558187182506905,0.485001357080474,0.000482331965188134,0.0013995107908084,0.512558612981023,"2",1944,"東臯禪師集刊","廣告",NA,0.0909090909090909,0.121212121212121,0.0303030303030303,0.1259179875,0.75,0.75,0,0,1.75,0
"105","1944-40-6-12",0.00133366264238435,0.00028184829731631,1.10139437640671e-05,0.000525509468677328,0.997847965647858,"5",1944,"中越文化關係","無專欄","['黎正甫']",0.183561643835616,0.178082191780822,-0.00547945205479453,0.0126771244389027,0.932668329177057,0.44139650872818,0.0773067331670823,0.491271820448878,1.0074812967581,0
"106","1946-42-5-2",0.0021458097792262,0.14442307840271,0.00190992870132989,0.000854222023991231,0.850666961092743,"5",1946,"論學術復員與學術建國","無專欄","['周綬章']",0.176470588235294,0.270053475935829,0.0935828877005348,0.0630675924721408,1.00879765395894,0.533724340175953,0.0997067448680352,0.475073313782991,0.633431085043988,0.00293255131964809
"107","1947-44-1-6",0.00131148077032586,0.343071394915373,0.638688856141868,0.0130625844302088,0.0038656837422232,"2",1947,"在我記憶中的熊秉三先生","無專欄","['朱經農']",0.152795031055901,0.209937888198758,0.0571428571428572,0.0488492116037736,0.867924528301887,0.366037735849057,0.188679245283019,0.50188679245283,0.90188679245283,0
